node_name,node_name_source,node_code,node_code_source,node_type,node_type_source,owner,owner_source,latitude,latitude_source,longitude,longitude_source,elevation,elevation_source,province,province_source,operating_region,operating_region_source,copper_balancing_area,copper_balancing_area_source,notes,notes_source
"Enterprise 1070S JCT","13","AB_1070S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","50.368211","62","-113.340759","62","1069","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Westfield 107S","13","AB_107S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.670251","62","-111.493872","62","825","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Amelia 108S","13","AB_108S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.824834","62","-113.048779","62","620","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Coalbanks 111S","13","AB_111S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.686887","62","-112.853651","62","834","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Windy Point 112S","13","AB_112S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.583451","62","-113.843028","62","1154","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Windy Point 112S JCT","13","AB_112S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","49.582515","62","-113.842892","62","1125","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Ghost Pine 114S","13","AB_114S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","51.882635","62","-113.316002","62","919","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Ghost Pine 114S JCT","13","AB_114S_JCT","N/A","Junction","N/A","ATCO Electric Ltd.","6","51.882215","62","-113.264877","62","893","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Mt Allan 115S","13","AB_115S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","50.951755","62","-115.140335","62","1499","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Canmore 118S","13","AB_118S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","51.079702","62","-115.319939","62","1333","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Foster Creek 1200S","13","AB_1200S_GSS","N/A","Generation","N/A","ATCO Electric Ltd.","6","55.067701","62","-110.536956","62","670","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Picture Butte 120S","13","AB_120S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.827779","62","-112.735101","62","888","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Brooks 121S","13","AB_121S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","50.557998","62","-111.895221","62","751","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Alberta Newsprint 122S","13","AB_122S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","54.127889","62","-115.665862","62","729","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Banff 123S","13","AB_123S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","51.188590","62","-115.563615","62","1437","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Bruderheim 127S","13","AB_127S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.802790","62","-112.871345","62","633","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Heartland 12S","13","AB_12S_ISS","N/A","Industrial","N/A","Altalink Management Ltd.","6","53.858257","62","-113.230635","62","629","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Moon Lake 131S","13","AB_131S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.424594","62","-114.985357","62","836","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Ware Junction 132S","13","AB_132S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","50.872395","62","-111.919610","62","709","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Stelco Edmonton East 133S","13","AB_133S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.529609","62","-113.384168","62","673","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Taber Wind Farm 134S","13","AB_134S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","49.697439","62","-111.947181","62","863","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Taber Wind Farm 134S JCT","13","AB_134S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","49.698722","62","-111.968840","62","853","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Conrad 135S","13","AB_135S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.524717","62","-111.967829","62","911","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Sedgewick 137S","13","AB_137S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","52.771079","62","-111.711994","62","671","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Sedgewick 137S JCT","13","AB_137S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","52.770766","62","-111.711921","62","671","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Windy Flats 138S","13","AB_138S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.641708","62","-113.491982","62","1008","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Hillridge 139S","13","AB_139S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.693130","62","-112.329035","62","906","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Hillridge 139S JCT","13","AB_139S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","49.814985","62","-112.420738","62","816","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Deerland 13S","13","AB_13S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.857352","62","-112.895054","62","615","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Thompson 140S","13","AB_140S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","54.774763","62","-111.834716","62","577","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Thompson 140S JCT","13","AB_140S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","54.762313","62","-111.818683","62","581","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Magcan 142S","13","AB_142S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","50.654656","62","-113.871584","62","1027","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Magcan 142S JCT","13","AB_142S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","50.659533","62","-113.905501","62","1073","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Macdonald 146S","13","AB_146S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.713208","62","-112.780012","62","913","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Nisku 149S","13","AB_149S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.308277","62","-113.512140","62","708","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Devon 14S","13","AB_14S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.354957","62","-113.718841","62","674","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Clyde 150S","13","AB_150S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","54.144286","62","-113.624893","62","644","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Strathmore 151S","13","AB_151S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","51.032690","62","-113.376704","62","947","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Black Spruce 154S","13","AB_154S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","55.569450","62","-110.855177","62","578","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Blackmud 155S","13","AB_155S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.354935","62","-113.511138","62","689","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Lac La Biche 157S","13","AB_157S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","54.733703","62","-111.979334","62","556","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Vauxhall 158S","13","AB_158S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","50.106923","62","-112.116642","62","791","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Colinton 159S","13","AB_159S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","54.618233","62","-113.309407","62","624","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Fort Macleod 15S","13","AB_15S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","49.728171","62","-113.391368","62","940","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Beddington 162S","13","AB_162S_DSS","N/A","Distribution","N/A","ENMAX Power Corporation","6","51.178852","62","-113.938255","62","1091","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"AMOCO Empress 163S","13","AB_163S_ISS","N/A","Industrial","N/A","Altalink Management Ltd.","6","50.678091","62","-110.026756","62","725","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Empress Liquids 164S","13","AB_164S_ISS","N/A","Industrial","N/A","Altalink Management Ltd.","6","50.678761","62","-110.052951","62","734","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Empress Liquids 164S JCT","13","AB_164S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","50.688516","62","-110.051040","62","731","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"TMPL Gainford 165S","13","AB_165S_ISS","N/A","Industrial","N/A","Altalink Management Ltd.","6","53.581773","62","-114.742324","62","759","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"TMPL Gainford 165S JCT","13","AB_165S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","53.580189","62","-114.742107","62","759","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Dow Chemical Fort Sask 166S","13","AB_166S_ISS","N/A","Industrial","N/A","Altalink Management Ltd.","6","53.731395","62","-113.173806","62","609","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Ipiatik 167S","13","AB_167S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","55.357078","62","-111.063301","62","714","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Pike 170S","13","AB_170S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","55.407268","62","-110.742939","62","632","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Redwater 171S","13","AB_171S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.935008","62","-113.075899","62","614","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Sherritt Gordon 172S","13","AB_172S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","53.722418","62","-113.191650","62","609","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"West Cascade 177S","13","AB_177S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","51.200200","62","-115.502053","62","1408","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Cynthia 178S","13","AB_178S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.288634","62","-115.631569","62","942","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Gleichen 179S","13","AB_179S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","50.848580","62","-113.051025","62","888","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Benalto 17S","13","AB_17S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","52.259814","62","-114.290165","62","915","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Chinook 181S","13","AB_181S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","49.705184","62","-112.907882","62","910","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Underwood 183S","13","AB_183S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","55.383555","62","-110.746419","62","610","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Petro Canada Edmonton 184S","13","AB_184S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.554131","62","-113.346081","62","676","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Bretville 185S","13","AB_185S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.559309","62","-113.346453","62","669","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Dry Creek 186S","13","AB_186S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","51.245067","62","-114.014209","62","1115","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"NW Cardiff 191S","13","AB_191S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.804699","62","-113.593782","62","681","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"South Red Deer 194S","13","AB_194S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","52.270330","62","-113.822093","62","853","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Bardo 197S","13","AB_197S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.279987","62","-112.755836","62","778","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Blackfalds 198S","13","AB_198S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","52.405629","62","-113.760537","62","857","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"East Airdrie 199S","13","AB_199S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","51.300901","62","-113.988631","62","1109","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Wabamun 19S","13","AB_19S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.559907","62","-114.493410","62","739","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Wap 1S","13","AB_1S_DSS","N/A","Distribution","N/A","Dapp Power Corporation","6","54.414969","62","-114.176638","62","640","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Wap 1S JCT","13","AB_1S_JCT","N/A","Junction","N/A","Dapp Power Corporation","6","54.442332","62","-113.962716","62","625","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Secord 2005S","13","AB_2005S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","57.395065","62","-111.624479","62","266","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Willow Lake 2009S","13","AB_2009S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.478712","62","-111.430076","62","450","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Dawes 2011S","13","AB_2011S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.297279","62","-111.715329","62","549","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Halfway 2014S","13","AB_2014S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.626738","62","-111.343627","62","353","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Halfway 2014S JCT","13","AB_2014S_JCT","N/A","Junction","N/A","ATCO Electric Ltd.","6","56.626725","62","-111.342436","62","353","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Yeo 2015S","13","AB_2015S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.758843","62","-112.151709","62","486","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Muir 2018S","13","AB_2018S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","54.387421","62","-116.971688","62","862","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Muir 2018S JCT","13","AB_2018S_JCT","N/A","Junction","N/A","ATCO Electric Ltd.","6","54.411642","62","-116.864745","62","824","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Heathfield 2029S","13","AB_2029S_TSS","N/A","Transformer","N/A","ATCO Electric Ltd.","6","53.851711","62","-113.206855","62","631","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Sweetheart Lake 2032S","13","AB_2032S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.280317","62","-111.626610","62","607","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Mowat 2033S","13","AB_2033S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","55.752967","62","-118.984405","62","716","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Mowat 2033S JCT","13","AB_2033S_JCT","N/A","Junction","N/A","ATCO Electric Ltd.","6","55.752190","62","-118.984841","62","716","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Hurd 2037S","13","AB_2037S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","51.489155","62","-111.167095","62","789","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Freer 2043S","13","AB_2043S_ISS","N/A","Industrial","N/A","ATCO Electric Ltd.","6","55.980167","62","-111.972131","62","700","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Freer 2043S JCT","13","AB_2043S_JCT","N/A","Junction","N/A","ATCO Electric Ltd.","6","55.984717","62","-111.972082","62","700","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Kettle River 2049S","13","AB_2049S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","55.918499","62","-110.883040","62","575","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Sandy Point 204S","13","AB_204S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","50.681729","62","-110.032251","62","725","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Castle Rock Ridge 205S","13","AB_205S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","49.557522","62","-113.961163","62","1257","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Engstrom 2060S","13","AB_2060S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.198542","62","-110.944900","62","621","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Newell 2075S","13","AB_2075S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","50.507276","62","-112.014560","62","792","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Pinedale 207S","13","AB_207S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","53.600128","62","-116.140023","62","914","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Meadow Creek 2081S","13","AB_2081S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.256988","62","-110.921094","62","577","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Meadow Creek 2081S JCT","13","AB_2081S_JCT","N/A","Junction","N/A","ATCO Electric Ltd.","6","56.259958","62","-110.921626","62","577","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Dog Rib 2082S","13","AB_2082S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","56.924123","62","-111.470518","62","326","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Sheridan 2085S","13","AB_2085S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","52.941884","62","-118.043656","62","1026","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Thornton 2091S","13","AB_2091S_DSS","N/A","Distribution","N/A","ATCO Electric Ltd.","6","54.473575","62","-118.747443","62","1031","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Timberlands 209S","13","AB_209S_DSS","N/A","Distribution","N/A","Altalink Management Ltd.","6","52.289536","62","-113.753697","62","891","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Timberlands 209S JCT","13","AB_209S_JCT","N/A","Junction","N/A","Altalink Management Ltd.","6","52.303123","62","-113.754105","62","879","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
"Ghost 20S","13","AB_20S_GSS","N/A","Generation","N/A","Altalink Management Ltd.","6","51.218519","62","-114.706634","62","1131","181","AB","N/A","Alberta","N/A","Alberta.a","N/A","NULL","N/A"
