transmission_line_id,transmission_line_id_source,transmission_circuit_id,transmission_circuit_id_source,owner,owner_source,province,province_source,operating_region,operating_region_source,number_of_circuits,number_of_circuits_source,current_type,current_type_source,line_segment_length_km,line_segment_length_km_source,line_segment_length_mi,line_segment_length_mi_source,line_length_km,line_length_km_source,line_length_mi,line_length_mi_source,voltage,voltage_source,Transmission_Line_Reactance,Transmission_Line_Reactance_source,Transmission_Line_Segment_Reactance,Transmission_Line_Segment_Reactance_source,ttc_summer,ttc_summer_source,ttc_winter,ttc_winter_source,network_node_name_starting,network_node_name_starting_source,network_node_code_starting,network_node_code_starting_source,network_node_name_ending,network_node_name_ending_source,network_node_code_ending,network_node_code_ending_source,notes,notes_source
"36501","V75P","A41T","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","13.700","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","8.457","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","13.700","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","8.457","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","230","247","6.58","Estimated","6.58","Estimated","402","Estimated","435","Estimated","Outaouais","78","QC_OUT_TSS","N/A","IPT Outaouais 2","78","QC_ONQC06_IPT","N/A","NULL","N/A"
"36502","V75P","A42T","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","13.700","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","8.457","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","13.700","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","8.457","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","230","247","6.58","Estimated","6.58","Estimated","402","Estimated","435","Estimated","Outaouais","78","QC_OUT_TSS","N/A","IPT Outaouais 1","78","QC_ONQC05_IPT","N/A","NULL","N/A"
"36503","V75P","CD11","78","Cedar Rapids Transmission Co. Ltd.","78","QC","N/A","Quebec","N/A","1","78","ac","78","18.700","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","11.543","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","29.600","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","18.272","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","120","247","12.45","Estimated","7.87","Estimated","0","Estimated","0","Estimated","Les C̬dres","78","QC_LCS_GSS","N/A","Saint-Polycarpe JCT","78","QC_SPL_JCT","N/A","Provides electricity to Cornwall, Ontario before exporting to New York State; CD11/CD22 total transfer capacity = 325 MW","N/A"
"36504","V75P","CD11","78","Cedar Rapids Transmission Co. Ltd.","78","QC","N/A","Quebec","N/A","1","78","ac","78","10.900","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","6.728","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","29.600","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","18.272","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","230","247","14.21","Estimated","5.23","Estimated","0","Estimated","0","Estimated","Saint-Polycarpe JCT","78","QC_SPL_JCT","N/A","IPT Dennison 1","78","QC_ONQC01_IPT","N/A","Provides electricity to Cornwall, Ontario before exporting to New York State; operates at 120 kV","N/A"
"36505","V75P","CD22","78","Cedar Rapids Transmission Co. Ltd.","78","QC","N/A","Quebec","N/A","1","78","ac","78","18.700","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","11.543","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","29.600","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","18.272","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","120","247","12.45","Estimated","7.87","Estimated","325","Estimated","325","Estimated","Les C̬dres","78","QC_LCS_GSS","N/A","Saint-Polycarpe JCT","78","QC_SPL_JCT","N/A","Provides electricity to Cornwall, Ontario before exporting to New York State; CD11/CD22 total transfer capacity = 325 MW","N/A"
"36506","V75P","CD22","78","Cedar Rapids Transmission Co. Ltd.","78","QC","N/A","Quebec","N/A","1","78","ac","78","10.900","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","6.728","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","29.600","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","18.272","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","230","247","14.21","Estimated","5.23","Estimated","325","Estimated","325","Estimated","Saint-Polycarpe JCT","78","QC_SPL_JCT","N/A","IPT Dennison 2","78","QC_ONQC02_IPT","N/A","Provides electricity to Cornwall, Ontario before exporting to New York State; operates at 120 kV","N/A"
"36507","V75P","D4Z","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","16.100","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","9.938","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","16.100","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","9.938","Single references: ['IESO. 2015. York Region Integrated Regional Resource Plan']","120","247","6.77","Estimated","6.77","Estimated","107","Estimated","118","Estimated","Rapides-des-Iles","78","QC_RPI_GSS","N/A","IPT Dymond","78","QC_ONQC13_IPT","N/A","NULL","N/A"
"36508","V76R","D5A","78","Brookfield Renewable Energy","78","QC","N/A","Quebec","N/A","1","78","ac","78","2.750","73","1.698","73","2.750","73","1.698","73","230","247","1.32","Estimated","1.32","Estimated","402","Estimated","435","Estimated","Masson-Sud","78","QC_MSS_DSS","N/A","IPT Masson 1","78","QC_ONQC07_IPT","N/A","NULL","N/A"
"36509","V76R","H4Z","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","49.100","73","30.309","73","49.100","73","30.309","73","120","247","20.66","Estimated","20.66","Estimated","107","Estimated","118","Estimated","Kipawa","78","QC_KIP_DSS","N/A","IPT Kipawa","78","QC_ONQC12_IPT","N/A","NULL","N/A"
"36510","V76R","H9A","78","Brookfield Renewable Energy","78","QC","N/A","Quebec","N/A","1","78","ac","78","2.750","73","1.698","73","2.750","73","1.698","73","120","247","1.16","Estimated","1.16","Estimated","107","Estimated","118","Estimated","Masson-Sud","78","QC_MSS_DSS","N/A","IPT Masson 2","78","QC_ONQC08_IPT","N/A","NULL","N/A"
"36511","V77R","HF1-HF2","78","Brookfield Renewable Energy","78","QC","N/A","Quebec","N/A","1","78","ac","78","39.200","73","24.198","73","39.200","73","24.198","73","120","247","16.49","Estimated","16.49","Estimated","107","Estimated","118","Estimated","High Falls","78","QC_HIF_GSS","N/A","Masson-Nord","78","QC_MSN_DSS","N/A","NULL","N/A"
"36512","V79R","L10","78","Soci̩t̩ en Commandite Hydro̩lectrique Manicouagan","78","QC","N/A","Quebec","N/A","1","78","ac","78","15.800","73","9.753","73","15.800","73","9.753","73","120","247","6.65","Estimated","6.65","Estimated","107","Estimated","118","Estimated","Manic-1","78","QC_MC1_GSS","N/A","Alcoa Baie Comeau","78","QC_ALBC_ISS","N/A","Also called L9647","N/A"
"36513","W12","L11","78","Soci̩t̩ en Commandite Hydro̩lectrique Manicouagan","78","QC","N/A","Quebec","N/A","1","78","ac","78","15.800","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","9.753","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","15.800","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","9.753","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","120","247","6.65","Estimated","6.65","Estimated","107","Estimated","118","Estimated","Manic-1","78","QC_MC1_GSS","N/A","Alcoa Baie Comeau","78","QC_ALBC_ISS","N/A","Also called L9647","N/A"
"36514","W14","L1100","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","36.200","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","22.346","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","69.400","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","42.840","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","120","247","29.20","Estimated","15.23","Estimated","107","Estimated","118","Estimated","Gracefield JCT","78","QC_GRC_JCT","N/A","Paugan","78","QC_PAU_GSS","N/A","NULL","N/A"
"36515","W14","L1100","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","33.200","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","20.494","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","69.400","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","42.840","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","120","247","29.20","Estimated","13.97","Estimated","107","Estimated","118","Estimated","Maniwaki","78","QC_MNI_DSS","N/A","Gracefield JCT","78","QC_GRC_JCT","N/A","NULL","N/A"
"36516","W14","L1100D1","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","5.500","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","3.395","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","5.500","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","3.395","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","120","247","2.31","Estimated","2.31","Estimated","107","Estimated","118","Estimated","Gracefield JCT","78","QC_GRC_JCT","N/A","Gracefield","78","QC_GRC_DSS","N/A","Circuit ID assumed","N/A"
"36517","W14","L1101","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","13.600","73","8.395","73","60.400","73","37.284","73","120","247","25.41","Estimated","5.72","Estimated","107","Estimated","118","Estimated","Buckingham JCT","78","QC_BUC_JCT","N/A","Thurso","78","QC_THU_DSS","N/A","NULL","N/A"
"36518","W14","L1101","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","3.100","73","1.914","73","60.400","73","37.284","73","120","247","25.41","Estimated","1.30","Estimated","107","Estimated","118","Estimated","Erco Mondial Buckingham JCT","78","QC_ERC_JCT","N/A","Interconnexion-Maclaren","78","QC_INM_SWS","N/A","NULL","N/A"
"36519","W14","L1101","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","22.800","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","14.074","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","60.400","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","37.284","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","120","247","25.41","Estimated","9.59","Estimated","107","Estimated","118","Estimated","FPS Canada Inc.","78","QC_FPS_ISS","N/A","Petite-Nation","78","QC_PTN_TSS","N/A","NULL","N/A"
"36520","W14","L1101","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","6.800","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","4.198","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","60.400","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","37.284","Single references: ['Hydro One. 2022. London Area Regional Infrastructure Plan']","120","247","25.41","Estimated","2.86","Estimated","107","Estimated","118","Estimated","Gatineau","78","QC_GAT_DSS","N/A","Templeton","78","QC_TMP_DSS","N/A","NULL","N/A"
"36521","W2","L1101","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","2.000","73","1.235","73","60.400","73","37.284","73","120","247","25.41","Estimated","0.84","Estimated","107","Estimated","118","Estimated","Interconnexion-Maclaren","78","QC_INM_SWS","N/A","Buckingham JCT","78","QC_BUC_JCT","N/A","NULL","N/A"
"36522","W21M","L1101","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","10.600","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","6.543","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","60.400","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","37.284","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","120","247","25.41","Estimated","4.46","Estimated","107","Estimated","118","Estimated","Templeton","78","QC_TMP_DSS","N/A","Erco Mondial Buckingham JCT","78","QC_ERC_JCT","N/A","NULL","N/A"
"36523","W22M","L1101","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","1.500","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","0.926","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","60.400","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","37.284","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","120","247","25.41","Estimated","0.63","Estimated","107","Estimated","118","Estimated","Thurso","78","QC_THU_DSS","N/A","FPS Canada Inc.","78","QC_FPS_ISS","N/A","NULL","N/A"
"36524","W23K","L1101D2","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","2.200","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","1.358","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","2.200","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","1.358","Single references: ['IESO. 2017. System Impact Assessment Report: Connection Assessment & Approval Process Addendum - Ontario 230 kV East-West Tie']","120","247","0.93","Estimated","0.93","Estimated","107","Estimated","118","Estimated","Buckingham JCT","78","QC_BUC_JCT","N/A","Buckingham","78","QC_BUC_DSS","N/A","NULL","N/A"
"36525","W2C","L1102","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","11.900","73","7.346","73","35.500","73","21.914","73","120","247","14.94","Estimated","5.01","Estimated","107","Estimated","118","Estimated","Erco Mondial Buckingham JCT","78","QC_ERC_JCT","N/A","Erco Mondial Buckingham","78","QC_ERC_ISS","N/A","NULL","N/A"
"36526","W2C","L1102","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","3.100","73","1.914","73","35.500","73","21.914","73","120","247","14.94","Estimated","1.30","Estimated","107","Estimated","118","Estimated","Erco Mondial Buckingham JCT","78","QC_ERC_JCT","N/A","Interconnexion-Maclaren","78","QC_INM_SWS","N/A","NULL","N/A"
"36527","W2C","L1102","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","17.100","73","10.556","73","35.500","73","21.914","73","120","247","14.94","Estimated","7.19","Estimated","107","Estimated","118","Estimated","Resolute Forest Products Gatineau JCT","78","QC_RFGT_JCT","N/A","Erco Mondial Buckingham JCT","78","QC_ERC_JCT","N/A","NULL","N/A"
"36528","W2S","L1102","78","Hydro-Qu̩bec Transmission","78","QC","N/A","Quebec","N/A","1","78","ac","78","3.400","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","2.099","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","35.500","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","21.914","Single references: ['Hydro One. 2017. London Area Regional Infrastructure Plan']","120","247","14.94","Estimated","1.43","Estimated","107","Estimated","118","Estimated","Vignan","78","QC_VGN_TSS","N/A","Resolute Forest Products Gatineau JCT","78","QC_RFGT_JCT","N/A","NULL","N/A"
