node_name,node_name_source,node_code,node_code_source,node_type,node_type_source,owner,owner_source,latitude,latitude_source,longitude,longitude_source,elevation,elevation_source,province,province_source,operating_region,operating_region_source,copper_balancing_area,copper_balancing_area_source,notes,notes_source
Causapscal,API,QC_CSP_DSS,API,Distribution,API,Hydro QuÃ©bec,API,48.331881,API,-67.244526,API,133,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Casavant,API,QC_CSV_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.626070,API,-72.972400,API,32,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Central-2,API,QC_CT2_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.498256,API,-73.556098,API,14,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Contrecoeur,API,QC_CTC_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.847226,API,-73.224800,API,18,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Coaticook,API,QC_CTK_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.112622,API,-71.803506,API,323,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
"Compagnie Westrock du Canada Inc. ",API,QC_CWC_ISS,API,Industrial,API,Hydro QuÃ©bec,API,47.447125,API,-72.793752,API,124,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Daaquam,API,QC_DAQ_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.565344,API,-70.093017,API,366,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Dubuc,API,QC_DBC_ISS,API,Industrial,API,Hydro QuÃ©bec,API,48.411584,API,-71.125538,API,128,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Desbiens,API,QC_DBN_DSS,API,Distribution,API,Hydro QuÃ©bec,API,48.417753,API,-71.933368,API,117,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Des Cantons,API,QC_DEC_TSS,API,Terminal,API,Hydro QuÃ©bec,API,45.565813,API,-71.951535,API,218,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
DÃ©gelis,API,QC_DEG_DSS,API,Distribution,API,Hydro QuÃ©bec,API,47.555845,API,-68.681045,API,242,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
DÃ©gelis JCT,API,QC_DEG_JCT,API,Junction,API,Hydro QuÃ©bec,API,47.665865,API,-68.899188,API,168,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Des HÃªtres,API,QC_DEH_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.572831,API,-72.714653,API,89,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
De Lorimier,API,QC_DEL_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.527530,API,-73.553523,API,26,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Delson,API,QC_DLN_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.386732,API,-73.542418,API,19,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Delisle,API,QC_DLS_ISS,API,Industrial,API,Rio Tinto Alcan,API,48.591575,API,-71.626113,API,130,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Moulins,API,QC_DM1_GSS,API,Generation,API,Hydro QuÃ©bec,API,46.146316,API,-71.330515,API,592,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Moulins JCT,API,QC_DM1_JCT,API,Junction,API,Hydro QuÃ©bec,API,46.121806,API,-71.313628,API,410,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Doc-Grignon,API,QC_DOG_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.950487,API,-74.127401,API,218,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Doc-Grignon JCT,API,QC_DOG_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.937256,API,-74.143015,API,260,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Domtar Windsor,API,QC_DOM_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.565563,API,-71.980896,API,204,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Domtar QuÃ©villon,API,QC_DOQ_ISS,API,Industrial,API,Hydro QuÃ©bec,API,49.024122,API,-76.954607,API,284,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Dorchester,API,QC_DOR_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.508364,API,-73.563213,API,28,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Dorion,API,QC_DRN_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.374052,API,-74.044027,API,32,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Dorion JCT,API,QC_DRN_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.372757,API,-74.051269,API,34,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Deschambault,API,QC_DSM_SWS,API,Switching,API,Hydro QuÃ©bec,API,46.702095,API,-71.936456,API,82,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Duchesnay,API,QC_DUC_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.828135,API,-71.604876,API,150,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Duchesnay JCT,API,QC_DUC_JCT,API,Junction,API,Hydro QuÃ©bec,API,46.798536,API,-71.596405,API,132,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Du Tremblay,API,QC_DUT_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.547511,API,-73.449819,API,23,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Du Tremblay JCT,API,QC_DUT_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.566828,API,-73.444453,API,20,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Duvernay,API,QC_DUV_TSS,API,Terminal,API,Hydro QuÃ©bec,API,45.662106,API,-73.671623,API,29,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Daveluyville,API,QC_DVL_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.198956,API,-72.150251,API,92,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
East Broughton,API,QC_EAB_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.236052,API,-71.042024,API,359,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
East Angus,API,QC_EAG_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.467707,API,-71.657893,API,184,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
East Angus JCT,API,QC_EAG_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.490663,API,-71.690909,API,187,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
EKA Chimie Canada Inc. Valleyfield,API,QC_EKA_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.237559,API,-74.093014,API,37,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
EKA Chimie Canada Inc. Valleyfield JCT,API,QC_EKA_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.235574,API,-74.093420,API,37,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
EKA Chimie Canada Inc. Magog,API,QC_EKM_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.273955,API,-72.113370,API,203,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
EKA Chimie Canada Inc. Magog JCT,API,QC_EKM_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.275539,API,-72.114555,API,212,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Eastmain-1,API,QC_EM1_GSS,API,Generation,API,Hydro QuÃ©bec,API,52.183013,API,-76.055626,API,271,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Elkem Metal Canada,API,QC_EMC_ISS,API,Industrial,API,Hydro QuÃ©bec,API,48.413181,API,-71.129062,API,128,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Elkem Metal Canada JCT,API,QC_EMC_JCT,API,Junction,API,Hydro QuÃ©bec,API,48.421108,API,-71.122516,API,119,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
LÃ‰rable,API,QC_ERB_GSS,API,Generation,API,Hydro QuÃ©bec,API,46.105900,API,-71.683900,API,371,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
LÃ‰rable JCT,API,QC_ERB_JCT,API,Junction,API,Hydro QuÃ©bec,API,46.174021,API,-71.803002,API,169,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Erco Mondial Buckingham,API,QC_ERC_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.592544,API,-75.424732,API,124,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Erco Mondial Buckingham JCT,API,QC_ERC_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.540343,API,-75.460801,API,57,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
F.F. Soucy S.E.C.,API,QC_FFS_ISS,API,Industrial,API,Hydro QuÃ©bec,API,47.819126,API,-69.518346,API,79,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
F.F. Soucy S.E.C. JCT,API,QC_FFS_JCT,API,Junction,API,Hydro QuÃ©bec,API,47.815397,API,-69.513455,API,78,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Forges-de-Sorel,API,QC_FGS_ISS,API,Industrial,API,Hydro QuÃ©bec,API,46.045854,API,-73.127824,API,17,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Figuery,API,QC_FIG_TSS,API,Terminal,API,Hydro QuÃ©bec,API,48.547136,API,-78.090505,API,305,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Fleury,API,QC_FLE_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.538721,API,-73.662868,API,32,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
FPS Canada Inc.,API,QC_FPS_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.600950,API,-75.255459,API,64,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
First Quantum Minerals,API,QC_FQM_ISS,API,Industrial,API,Hydro QuÃ©bec,API,51.004389,API,-74.456804,API,415,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Frontenac-1,API,QC_FR1_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.832806,API,-71.262158,API,22,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Frontenac-2,API,QC_FR2_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.831866,API,-71.261300,API,22,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Francheville,API,QC_FRA_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.353149,API,-72.625945,API,70,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Farnham,API,QC_FRN_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.288067,API,-72.956038,API,62,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Franquelin,API,QC_FRQ_DSS,API,Distribution,API,Hydro QuÃ©bec,API,49.301377,API,-68.075305,API,182,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Gamelin,API,QC_GAM_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.444722,API,-75.750002,API,90,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Gatineau,API,QC_GAT_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.486752,API,-75.657097,API,50,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Gatineau JCT,API,QC_GAT_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.486167,API,-75.659983,API,55,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Glenwood,API,QC_GLN_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.409778,API,-75.834768,API,111,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Godbout,API,QC_GOD_DSS,API,Distribution,API,Hydro QuÃ©bec,API,49.327552,API,-67.626399,API,77,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
GoÃ©mon,API,QC_GOE_TSS,API,Terminal,API,Hydro QuÃ©bec,API,49.091228,API,-66.638828,API,80,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Goodyear Canada,API,QC_GOO_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.271153,API,-74.111771,API,38,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Goodyear Canada JCT,API,QC_GOO_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.268875,API,-74.098385,API,38,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
GPI East Angus,API,QC_GPEA_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.482844,API,-71.664979,API,183,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
GPI East Angus JCT,API,QC_GPEA_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.490372,API,-71.677744,API,184,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Grand-Portage,API,QC_GPG_DSS,API,Distribution,API,Hydro QuÃ©bec,API,47.816793,API,-69.525889,API,116,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Grand-BrulÃ©,API,QC_GRB_TSS,API,Terminal,API,Hydro QuÃ©bec,API,46.060633,API,-74.566271,API,239,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Gracefield,API,QC_GRC_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.103012,API,-76.043348,API,180,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Gracefield JCT,API,QC_GRC_JCT,API,Junction,API,Hydro QuÃ©bec,API,46.127310,API,-75.990687,API,176,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Gros-Morne,API,QC_GRM_GSS,API,Generation,API,Hydro QuÃ©bec,API,49.180979,API,-65.461829,API,481,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Grondines,API,QC_GRO_SWS,API,Switching,API,Hydro QuÃ©bec,API,46.625728,API,-72.014370,API,35,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Grand-PrÃ©,API,QC_GRP_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.264740,API,-72.949107,API,25,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Grantham,API,QC_GRT_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.878203,API,-72.521221,API,80,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Groulx,API,QC_GRX_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.691948,API,-73.776857,API,65,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Groulx JCT,API,QC_GRX_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.712726,API,-73.762482,API,57,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Granby,API,QC_GRY_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.390410,API,-72.749324,API,97,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Granby JCT,API,QC_GRY_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.365317,API,-72.774752,API,93,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
GaspÃ©,API,QC_GSP_DSS,API,Distribution,API,Hydro QuÃ©bec,API,48.827030,API,-64.516690,API,28,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Guy,API,QC_GUY_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.491062,API,-73.571077,API,20,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Grande VallÃ©e,API,QC_GVL_DSS,API,Distribution,API,Hydro QuÃ©bec,API,49.218655,API,-65.130081,API,2,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Hadley,API,QC_HAD_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.449369,API,-73.589153,API,19,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Hampstead,API,QC_HAM_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.472705,API,-73.657771,API,49,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Hemmingford,API,QC_HEM_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.072864,API,-73.577664,API,64,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Hemmingford JCT,API,QC_HEM_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.173822,API,-73.718382,API,49,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Heriot,API,QC_HER_TSS,API,Terminal,API,Hydro QuÃ©bec,API,45.823493,API,-72.477436,API,93,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
High Falls,API,QC_HIF_GSS,API,Generation,API,Ã‰nergie Renouvelable Brookfield,API,45.839707,API,-75.645583,API,191,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Hull-2,API,QC_HL2_GSS,API,Generation,API,Hydro QuÃ©bec,API,45.422084,API,-75.719472,API,56,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Hertel,API,QC_HRT_TSS,API,Terminal,API,Hydro QuÃ©bec,API,45.409898,API,-73.428041,API,17,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Havre-Saint-Pierre,API,QC_HSP_DSS,API,Distribution,API,Hydro QuÃ©bec,API,50.266438,API,-63.635748,API,35,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Hart-Jaune,API,QC_HTJ_GSS,API,Generation,API,Hydro QuÃ©bec,API,51.784450,API,-67.913744,API,437,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Hauterive,API,QC_HTR_DSS,API,Distribution,API,Hydro QuÃ©bec,API,49.189113,API,-68.387386,API,87,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Huntingdon,API,QC_HUN_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.093866,API,-74.188600,API,55,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Hypertec,API,QC_HYP_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.488978,API,-73.745647,API,34,API,QC,API,Quebec,API,Quebec.a,API,Underground substation,API
Hypertec JCT,API,QC_HYP_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.488926,API,-73.800947,API,38,API,QC,API,Quebec,API,Quebec.a,API,Location approximate,API
Iberville,API,QC_IBR_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.310653,API,-73.218609,API,34,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Institute-de-Recherche,API,QC_IDR_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.615142,API,-73.389680,API,23,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Institute-de-Recherche JCT,API,QC_IDR_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.637971,API,-73.419784,API,18,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Infasco,API,QC_IFS_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.432079,API,-73.179955,API,31,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Infasco JCT,API,QC_IFS_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.422261,API,-73.177066,API,33,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Indorama,API,QC_IND_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.621131,API,-73.518380,API,22,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Interconnexion-Maclaren,API,QC_INM_SWS,API,Switching,API,Hydro QuÃ©bec,API,45.549665,API,-75.424823,API,58,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Iron-Ore-du-Canada,API,QC_IOC_ISS,API,Industrial,API,Hydro QuÃ©bec,API,50.203182,API,-66.347855,API,8,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Des Irlandais,API,QC_IRL_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.488031,API,-73.546267,API,16,API,QC,API,Quebec,API,Quebec.a,API,In service in 2023,API
IREQ,API,QC_IRQ_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.612242,API,-73.382674,API,27,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Jeanne-dArc,API,QC_JDA_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.550856,API,-73.547806,API,28,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Jean-DechÃªne,API,QC_JDC_DSS,API,Distribution,API,Hydro QuÃ©bec,API,48.421237,API,-71.201106,API,108,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Jean-DechÃªne JCT,API,QC_JDC_JCT,API,Junction,API,Hydro QuÃ©bec,API,48.427711,API,-71.224404,API,97,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Johan-Beetz,API,QC_JHB_DSS,API,Distribution,API,Hydro QuÃ©bec,API,50.309568,API,-62.796656,API,54,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Johan-Beetz JCT,API,QC_JHB_JCT,API,Junction,API,Hydro QuÃ©bec,API,50.319589,API,-62.769595,API,56,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Joliette,API,QC_JLT_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.024878,API,-73.420732,API,43,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
JonquiÃ¨re,API,QC_JNQ_DSS,API,Distribution,API,Hydro QuÃ©bec,API,48.419537,API,-71.228032,API,121,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
JonquiÃ¨re JCT,API,QC_JNQ_JCT,API,Junction,API,Hydro QuÃ©bec,API,48.447317,API,-71.252975,API,62,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Joly,API,QC_JOL_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.295406,API,-74.778257,API,246,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Joutel,API,QC_JOU_SWS,API,Switching,API,Hydro QuÃ©bec,API,49.561912,API,-78.111156,API,304,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Jacques-Cartier,API,QC_JQC_TSS,API,Terminal,API,Hydro QuÃ©bec,API,46.792719,API,-71.722719,API,131,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Jean-R Marcotte,API,QC_JRM_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.675642,API,-73.526419,API,16,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Jean-R Marcotte JCT,API,QC_JRM_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.675555,API,-73.530861,API,16,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Jules-A.-Brillant,API,QC_JUB_DSS,API,Distribution,API,Hydro QuÃ©bec,API,48.461779,API,-68.495829,API,28,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Jules-A.-Brillant 1 JCT,API,QC_JUB1_JCT,API,Junction,API,Hydro QuÃ©bec,API,48.439784,API,-68.449787,API,177,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Jules-A.-Brillant 2 JCT,API,QC_JUB2_JCT,API,Junction,API,Hydro QuÃ©bec,API,48.444140,API,-68.456071,API,120,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Judith-Jasmin,API,QC_JUJ_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.717602,API,-73.724588,API,60,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kamouraska,API,QC_KAM_SWS,API,Switching,API,Hydro QuÃ©bec,API,47.462092,API,-69.803880,API,170,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kipawa,API,QC_KIP_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.714687,API,-79.092494,API,201,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Kildare,API,QC_KLD_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.101693,API,-73.573012,API,91,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kruger Inc. Bromptonville,API,QC_KRB_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.480094,API,-71.954404,API,147,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kruger Inc. Bromptonville JCT,API,QC_KRB_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.497873,API,-71.945210,API,205,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kruger Inc. Crabtree,API,QC_KRC_ISS,API,Industrial,API,Hydro QuÃ©bec,API,45.964468,API,-73.467394,API,41,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kruger Inc. Crabtree JCT,API,QC_KRC_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.983702,API,-73.462225,API,44,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kruger Inc. Trois-RiviÃ¨res,API,QC_KRT_ISS,API,Industrial,API,Hydro QuÃ©bec,API,46.324974,API,-72.557747,API,18,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kruger Inc. Trois-RiviÃ¨res JCT,API,QC_KRT_JCT,API,Junction,API,Hydro QuÃ©bec,API,46.323894,API,-72.560987,API,18,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Kingsey,API,QC_KSY_TSS,API,Terminal,API,Hydro QuÃ©bec,API,45.841684,API,-72.004793,API,136,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
La Baie,API,QC_LAB_DSS,API,Distribution,API,Hydro QuÃ©bec,API,48.311315,API,-70.920466,API,98,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
La Baie JCT,API,QC_LAB_JCT,API,Junction,API,Hydro QuÃ©bec,API,48.313523,API,-70.926977,API,112,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Lachenaie,API,QC_LAC_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.725663,API,-73.540189,API,16,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
La Durantaye,API,QC_LAD_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.815540,API,-70.847096,API,91,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Lac-Alfred,API,QC_LAD_GSS,API,Generation,API,Hydro QuÃ©bec,API,48.389016,API,-67.755013,API,585,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Lac-Alfred JCT,API,QC_LAD_JCT,API,Junction,API,Hydro QuÃ©bec,API,48.161337,API,-67.621838,API,431,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Lafontaine,API,QC_LAF_TSS,API,Terminal,API,Hydro QuÃ©bec,API,45.711635,API,-74.057413,API,52,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
La Gabelle,API,QC_LAG_GSS,API,Generation,API,Hydro QuÃ©bec,API,46.449132,API,-72.739219,API,36,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Lambton,API,QC_LAM_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.833989,API,-71.075653,API,408,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Lambton JCT,API,QC_LAM_JCT,API,Junction,API,Hydro QuÃ©bec,API,45.735387,API,-71.185467,API,365,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
LAnnonciation,API,QC_LAN_DSS,API,Distribution,API,Hydro QuÃ©bec,API,46.436108,API,-74.922322,API,301,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
LAssomption,API,QC_LAS_DSS,API,Distribution,API,Hydro QuÃ©bec,API,45.845466,API,-73.464620,API,20,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
Laure,API,QC_LAU_DSS,API,Distribution,API,Hydro QuÃ©bec,API,50.192130,API,-66.589361,API,68,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Lebel,API,QC_LBL_ISS,API,Industrial,API,Hydro QuÃ©bec,API,49.004548,API,-76.950388,API,298,API,QC,API,Quebec,API,Quebec.b,API,NULL,API
Lac Bloom,API,QC_LBM_ISS,API,Industrial,API,Hydro QuÃ©bec,API,52.797815,API,-67.255163,API,688,API,QC,API,Quebec,API,Quebec.b,API,Disconnect station,API
Lac Bloom JCT,API,QC_LBM_JCT,API,Junction,API,Hydro QuÃ©bec,API,52.783092,API,-67.256384,API,694,API,QC,API,Quebec,API,Quebec.b,API,Disconnect station,API
Les Boules,API,QC_LBS_TSS,API,Terminal,API,Hydro QuÃ©bec,API,48.667122,API,-67.966114,API,107,API,QC,API,Quebec,API,Quebec.a,API,NULL,API
